"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"SERVIÇOS";"SEGMENTOS TURISTICOS";"LINGUAS"
ALTERNATIVA TURISMO E SERVIÇOS EIRELI EPP;ALTERNATIVA;"08.921.352/0001-91";Sociedade Empresária;"25/06/2007";Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;15.900.000;SP;Taquaritinga;Taquaritinga;PRAÇA DOUTOR AIMONE SALERNO, 27;(16) 3253-8190;(16) 3253-8198;administrativo@alternativa.tur.br;;www.alternativa.tur.br;"26.016619.75.0001-9";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE FEIRAS E EXPOSIÇÕES; SERVIÇOS DE (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo de Sol e Praia;Espanhol ,Inglês
GOLDEN GOAL SPORTS VENTURES GESTAO ESPORTIVA LTDA;GOLDEN GOAL SPORTS VENTURES GESTAO ESPORTIVA LTDA;"06.227.829/0001-08";Sociedade Empresária;;Empresa de Médio ou Grande Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;20.011.040;RJ;Rio de Janeiro;Centro;RUA RODRIGO SILVA 26/22º ANDAR SALA 2201 - PARTE;(21) 2460-6800;(21) 3373-5055;financeiro@csmbrasil.com.br;angela.heringer@csm.com;www.csm.com;"19.053114.75.0001-0";"9329-8/99-MINI BUGGY; LOCAÇÃO DE, ALUGUEL DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Secundário), 7911-2/00-TURISMO; AGÊNCIA DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE FEIRAS E EXPOSIÇÕES; SERVIÇOS DE (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural,Turismo de Esporte,Turismo de Negócios e Eventos;Espanhol ,Francês ,Inglês
ANA LÚCIA DE SOUSA FERNANDES 01227804423;DVENTURE MACAU TRILHAS & PASSEIOS ECOLÓGICOS;"28.526.730/0001-40";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;59.500.000;RN;Macau;Macau;RUA MESTRE AVELINO, Nº 15 - PORTO DE SÃO PEDRO;(84) 99926-0141;;daybsonsamid@gmail.com;;;"20.090213.75.0001-4";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Locação de equipamentos náuticos (jet ski, banana boat, caiaque, esqui-aquático etc);Ecoturismo,Turismo de Aventura,Turismo de Sol e Praia;Nenhuma das Opções
HOTEL POUSADA BELA VISTA LIMITADA - ME;EM CANTOS DA AMAZONIA;"12.381.088/0002-07";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;69.730.000;AM;Novo Airão;Novo Airão;AV. PRESIDENTE VARGAS  NR 43 - CENTRO;(92) 3365-1405;(92) 3365-1405;info@emcantosdaamazonia.com;;www.emcantosdaamazonia.com;"03.036175.75.0002-8";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário)";Caminhadas ,Observação da fauna ,Observação da flora ,Canoagem ,Passeios em barcos e lanchas;Ecoturismo,Turismo de Aventura,Turismo Náutico;Alemão ,Espanhol ,Inglês
FERNANDA SOARES SERRANO ALVES 21790971829;FLORIPA STAND UP PADDLE;"18.468.719/0001-17";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;88.066.065;SC;Florianópolis;Campeche;R TEREZA LOPES, 1050;(48) 9944-1220;(48) 3204-4795;floripastanduppaddle@gmail.com;contato@floripastanduppaddle.com;www.floripastanduppaddle.com.br;"24.086049.75.0001-7";"9329-8/99-PRANCHAS DE SURFE; LOCAÇÃO, ALUGUEL DE (Primário)";Locação de equipamentos náuticos (jet ski, banana boat, caiaque, esqui-aquático etc);Ecoturismo,Turismo de Aventura,Turismo de Esporte;Espanhol ,Inglês
ADM TRAVEL OPERADORA DE TURISMO LTDA;ADM TRAVEL OPERADORA DE TURISMO;"26.610.577/0001-09";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;75.690.000;GO;Caldas Novas;Caldas Novas;RUA CEL CIRILO QUADRA 5 LOTE 12 ANDAR B SALA LE12;(64) 3453-3239;;reservas2@admtravel.com.br;reservas3@admtravel.com.br;www.admtravel.com.br;"09.086151.75.0001-8";"7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Primário), 7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo de Sol e Praia,Turismo da Melhor Idade;
LUCIANA MARTINS NEHME RIBEIRO 19751608864;AMOLB;"27.927.096/0001-94";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;11.250.000;SP;Bertioga;Bertioga;RUA AIRTON SENNA DA SILVA, 60;(13) 3317-5970;;asrimoveis@hotmail.com;lu.nehme@hotmail.com;monitoresbertioga.com.br;"26.089191.75.0001-3";"7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Primário)";Caminhadas ,Escalada ,Observação da fauna ,Observação da flora ,Observação de formações geológicas;Ecoturismo;Nenhuma das Opções
VALE DO CÉU EIRELI EPP;VALE DO CÉU EIRELI EPP;"23.421.524/0001-51";Empresa Individual (EIRELI);;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;37.910.000;MG;Delfinópolis;Delfinópolis;ESTRADA GLORIA BABILONIA, S/N KM 25;(35) 3524-1086;(19) 99684-5282;reservas@valedoceu.tur.br;;www.valedoceu.tur.br;"11.081617.75.0001-7";"5510-8/01-HOTEL (Primário), 5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Secundário), 4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";Venda de Artigos de Artesanato;Ecoturismo,Turismo Cultural,Turismo Rural;Inglês
DE PAULA'S SERVIÇOS EIRELI - ME;DE PAULA'S TUR;"09.042.955/0001-86";Empresa Individual (EIRELI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;74.230.100;GO;Goiânia;Setor Bueno;AV T-63 Nº 1296 QD. 145 LT. 8/9 SALA 908 ED. NEW WORLD CONCEPT OFFICE SETOR BUENO;(62) 3624-1930;;bruna@depaulastur.com.br;;;"09.062935.75.0001-2";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Passeios em barcos e lanchas ,Turismo Cívico (ou visitas a monumentos e celebrações cívicas) ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos);Ecoturismo,Turismo Cultural,Turismo Acessível (pessoas com deficiência ou mobilidade reduzida);Espanhol ,Inglês
IMPRESSÃO SUA PUBLICIDADE LTDA ME;IMPRESSÃO SUA;"09.032.690/0001-35";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;29.230.000;ES;Anchieta;Anchieta;AV ZUMIRA ROSA ANTUNES;(28) 3536-3737;;sheila.bressan@gmail.com;luiz.duzentos@gmail.com;impressaosua.com.br;"08.079910.75.0001-7";"7319-0/04-CONSULTORIA EM MARKETING (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Ecoturismo,Turismo Cultural,Turismo de Sol e Praia;Espanhol ,Italiano ,Inglês
LUCIANA SILVA DE MATOS BATISTA - ME;LUCIANA SILVA DE MATOS BATISTA - ME ;"29.047.006/0001-04";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;14.169.170;SP;Sertãozinho;Jardim Eldorado;VIA DE ACESSO JOSE SIENA, N° 1123 - CASA 16 ;(16) 3524-6570;(00) 0000-0000;assessoria@lsmcorporate.com.br;;www.lsmcorporate.com.br;"26.092234.75.0001-4";"7490-1/01-TRADUÇÃO, INTERPRETAÇÃO; SERVIÇOS DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE FEIRAS E EXPOSIÇÕES; SERVIÇOS DE (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural,Turismo de Negócios e Eventos,Turismo de Sol e Praia;Espanhol ,Inglês
VIOLETA AOUAD 01640132457;TRIEB CLUB MULTISPORTS;"18.074.582/0001-16";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;59.178.000;RN;Tibau do Sul;Tibau do Sul;AV BAIA DOS GOLFINHOS, 976;(84) 3246-2719;;contato@triebclub.com.br;;www.triebclub.com.br;"20.060849.75.0001-9";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Serviços de Escafandria e Mergulho ,Caminhadas ,Escalada ,Parapente ,Rapel ,Kitesurf ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Espeleoturismo ,Turismo fora de estrada em veículos 4 X 4 ou bugue ,Canoagem ,Montanhismo ,Cavalgadas ,Passeios em barcos e lanchas ,Pesca embarcada;Ecoturismo,Turismo de Aventura,Turismo de Esporte;Espanhol ,Francês ,Inglês
SILVA & SILVA TURISMO LTDA - ME;SUELI EXCURSOES;"18.239.940/0001-01";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;86.975.000;PR;Mandaguari;Mandaguari;RUA TIBAGI, 630;(44) 3233-6202;;escritorio_contabil.dalbem@hotmail.com;;;"18.088012.75.0001-2";"7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Primário)";Turismo Religioso (ou visitas a espaços e eventos religiosos);Turismo de Aventura;Nenhuma das Opções
SKYZIMBA LOCAÇÃO DE EQUIPAMENTOS ESPORTIVOS LTDA ME;SKYZIMBA PARAQUEDISMO;"20.396.749/0001-07";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;88.780.000;SC;Imbituba;Imbituba;RUA VEREADOR VENICIO LUIZ BORGES;(48) 99151-1551;;contato@skyzimba.com.br;;www.skyzimba.com.br;"24.088967.75.0001-3";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Paraquedismo;Ecoturismo,Turismo de Aventura;Espanhol ,Inglês
GLL ENTRETENIMENTO LTDA - ME;GLL ENTRETENIMENTO;"21.632.857/0001-02";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;9.861.160;SP;São Bernardo do Campo;Independência;AV MOINHO FABRINI, 385 - BLOCO B APT 2607;(11) 98216-9918;;lucas@solidmusica.com;pavanello@embranet.com.br;;"26.088139.75.0001-9";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário)";Turismo Cinematográfico;Turismo de Negócios e Eventos;Nenhuma das Opções
BLUEBIRDSBR TURISMO SUSTENTÁVEL E SOLUÇÕES AMBIENTAIS;BLUEBIRDSBR TURISMO SUSTENTÁVEL E SOLUÇÕES AMBIENTAIS;"23.089.420/0001-91";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;28.990.000;RJ;Saquarema;Saquarema;AV. SAQUAREMA 567 46C;(22) 2651-2678;;torres.shantala@gmail.com;;;"19.085676.75.0001-0";"7990-2/00-AGÊNCIA DE VENDA DE INGRESSOS PARA TEATROS, CINEMAS E OUTRAS ATIVIDADES ARTÍSTICAS (Secundário), 7911-2/00-TURISMO; AGÊNCIA DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE EXCURSÕES; SERVIÇOS DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE ROTEIROS TURÍSTICOS; SERVIÇOS DE (Secundário), 7912-1/00-PACOTES TURÍSTICOS; ORGANIZAÇÃO DE (Secundário), 5099-8/01-PASSEIO DE ESCUNA; SERVIÇOS DE (Secundário), 5099-8/01-TRANSPORTE HIDROVIÁRIO TURÍSTICO; SERVIÇOS DE (Secundário), 7912-1/00-ORGANIZADORES DE VIAGEM; SERVIÇOS DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE PACOTES DE TURISMO; SERVIÇOS DE (Secundário), 7912-1/00-OPERAÇÕES DE VIAGEM; SERVIÇOS DE (Secundário), 7912-1/00-INTERMEDIAÇÃO DE VIAGEM; SERVIÇOS DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE ROTEIROS DE VIAGEM; SERVIÇOS DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE PROGRAMAS TURÍSTICOS; SERVIÇOS DE (Secundário), 7990-2/00-ASSISTÊNCIA A TURISTAS; SERVIÇOS DE (Secundário), 7990-2/00-ASSISTÊNCIA A VIAJANTES; SERVIÇOS DE (Secundário), 7990-2/00-RESERVAS RELACIONADAS A VIAGENS; SERVIÇOS DE (Secundário), 7990-2/00-TÍTULOS DE HOSPEDAGEM PARA TURISMO; VENDA DE (Secundário), 7912-1/00-OPERADORES TURÍSTICOS (Secundário), 7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário), 5099-8/01-TRANSPORTE AQUAVIÁRIO TURÍSTICO; SERVIÇOS DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGENS (Secundário), 5099-8/01-TURISMO FLUVIAL; SERVIÇOS DE (Secundário), 5099-8/01-PASSEIO TURÍSTICO EM ÁGUAS COSTEIRAS OU EM VIAS INTERNAS; SERVIÇOS DE (Secundário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário), 7721-7/00-MATERIAIS E EQUIPAMENTOS ESPORTIVOS; ALUGUEL DE, LOCAÇÃO DE (Secundário), 7990-2/00-TÍTULOS DE HOTÉIS PARA TURISMO; VENDA DE  (Secundário), 7990-2/00-TÍTULOS PARA HOSPEDAGEM COM DESCONTO EM HOTÉIS PRÓPRIOS OU CONVENIADOS; VENDA DE (Secundário), 7990-2/00-RESERVA E VENDA DE INGRESSOS PARA RECREAÇÃO E LAZER; SERVIÇOS DE (Secundário), 7990-2/00-ASSISTÊNCIA A TURISTAS, INCLUSIVE DE ÓRGÃOS MUNICIPAIS, ESTADUAIS E FEDERAIS; ATIVIDADES (Secundário), 7912-1/00-PROGRAMAS TURÍSTICOS; SERVIÇOS DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE ROTEIROS DE TURISMO; SERVIÇOS DE  (Secundário), 7912-1/00-ORGANIZAÇÃO DE VIAGEM TURÍSTICA; SERVIÇOS DE (Secundário), 7911-2/00-AGENCIAMENTOS TURÍSTICOS; SERVIÇOS DE (Secundário), 7990-2/00-BILHETES DE PASSAGEM PARA QUALQUER FINALIDADE; VENDA DE (Secundário), 7911-2/00-ASSESSORAMENTO E PLANEJAMENTO DE VIAGENS; SERVIÇOS DE (Secundário), 7911-2/00-EXCURSÕES; VENDA DE (Secundário), 7911-2/00-INTERMEDIÁRIO NA VENDA DE PASSAGENS AÉREAS (Secundário), 7911-2/00-PACOTES DE VIAGEM MARÍTIMA; VENDA DE (Secundário), 7911-2/00-PACOTES DE VIAGEM; VENDA DE (Secundário), 7911-2/00-PLANEJAMENTO, ASSESSORAMENTO E ORGANIZAÇÃO DE VIAGENS (Secundário), 7911-2/00-PROGRAMAS E PACOTES TURÍSTICOS; VENDAS DE (Secundário), 7911-2/00-RESERVA DE HOTEL; SERVIÇOS DE (Secundário), 7911-2/00-VENDA DE PASSAGNES AÉREAS; AGÊNCIA DE EMPRESA ESTRANGEIRA DE (Secundário), 7911-2/00-VIAGEM DE TURISMO; VENDA DE (Secundário), 7911-2/00-VIAGEM TURÍSTICA; VENDA DE (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;;Inglês
WAGNER JOSE DE SOUZA RAMOS 05746458708;RAPELEIROS CAPIXABAS;"23.218.390/0001-76";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;29.105.750;ES;Vila Velha;Cocal;RUA CINCO, 13;(27) 99522-7122;(27) 99582-0636;rapeleiroscapixabas@gmail.com;;www.rapeleiroscapixabas.com.br;"08.084266.75.0001-5";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Caminhadas ,Escalada ,Rapel ,Montanhismo;Ecoturismo,Turismo de Aventura,Turismo de Esporte;Nenhuma das Opções
MARIA HELAINE XAVIER - ME;STOP DILAN PARQUE AQUATICO;"16.890.294/0001-04";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;57.820.000;AL;Murici;Murici;CHACARA FLOR DO CAMPO - OLAVO CALHEIROS, S/N;(82) 99669-9274;;diegogausomotos@hotmail.com;;;"02.088739.75.0001-2";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Turismo fora de estrada em veículos 4 X 4 ou bugue ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Cavalgadas ,Pesque-pague ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Ecoturismo,Turismo Náutico,Turismo de Negócios e Eventos;Nenhuma das Opções
ONETIME CONSULTORIA E TREINAMENTOS LTDA - ME;ONETIME;"26.927.689/0001-98";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;59.178.000;RN;Tibau do Sul;Tibau do Sul;RUA DR. HÉLIO GALVÃO Nº 172, CENTRO;(84) 3420-0808;(84) 98122-4412;contato@1time.com.br;"1time.brasil@gmail.com";www.pipaferias.com.br;"20.085590.75.0001-9";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Primário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Ecoturismo,Turismo Rural,Turismo de Sol e Praia;Espanhol ,Inglês
COCORITA BEACH BRASIL RECREAÇÕES LTDA - ME;COCORITA BEACH BRASIL;"19.332.674/0001-11";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;89.240.000;SC;São Francisco do Sul;São Francisco do Sul;R RIO GRANDE DO SUL, SN;(47) 3442-1109;;arcuriantonino@hotmail.com;;;"24.090881.75.0001-4";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Locação de Pedalinhos;Turismo Náutico,Turismo de Saúde,Turismo de Sol e Praia;Italiano
MKA TURISMO LTDA - ME;MKA TURISMO LTDA - ME;"08.995.071/0001-83";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;89.760.000;SC;Itá;Itá;AVENIDA TANCREDO NEVES, 116;(49) 9965-0505;(49) 9819-5555;karlafth@hotmail.com;silvianowalski@hotmail.com;www.mkaconsultoria.com.br;"24.092049.75.0001-2";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Primário), 8550-3/02-GESTÃO, ASSESSORIA, CONSULTORIA, ORIENTAÇÃO E ASSISTÊNCIA PRESTADOS AO SISTEMA E AO PROCESSO EDUCACIONAL; SERVIÇOS DE (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural,Turismo Rural,Turismo de Sol e Praia;Nenhuma das Opções
LIFEN ZHANG - ME;VENTURA TURISMO ;"27.400.440/0001-92";Empresário Individual (Não MEI);;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;1.532.001;SP;São Paulo;Aclimação;"RUA CASTRO ALVES; N° 31 - APT 811";(11) 3112-0375;;zh.livia@gmail.com;;;"26.090536.75.0001-6";"7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos ,Consultoria da Área de Estatística/Economia para o Turismo;Turismo Cultural,Turismo de Negócios e Eventos,Estudos e Intercâmbio;Mandarim
LFA AGENCIA DE VIAGENS E TURISMO LTDA - EPP;CP YACHTS & EXPEDITIONS;"14.334.947/0001-43";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;69.053.150;AM;Manaus;Nossa Senhora das Graças;RUA RIO AMAPA  Nº296  - SALA 05 LOTE JARDIM AMAZONIA ;(92) 3584-1787;(92) 3646-0909;leonardo@amazoncpyachts.com;leonardoleao@me.com;www.amazoncpyachts.com;"03.043603.75.0001-9";"7912-1/00-ORGANIZADORES DE VIAGEM; SERVIÇOS DE (Primário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Caminhadas ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Canoagem ,Passeios em barcos e lanchas ,Pesca desembarcada ,Pesca embarcada;Ecoturismo,Turismo de Negócios e Eventos,Turismo de Pesca;Alemão ,Espanhol ,Russo ,Italiano ,Francês ,Japonês ,Inglês
ANDREA DARCO 15346920889;JORNADA DOS SENTIDOS;"14.520.101/0001-06";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;4.104.080;SP;São Paulo;Paraíso;RUA DR EDUARDO AMARO, 315 - APT 10;(11) 98736-2807;;jornadadossentidos@gmail.com;andrea_darco@hotmail.com;www.andreadarco.com.br;"26.083510.75.0001-0";"8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS; SERVIÇOS DE (Secundário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Estudos e Intercâmbio;Francês ,Inglês
KERLEN CRISTINA DE LINS 02092194917;OPÇOES BY ARTE DA KEKA;"26.896.893/0001-99";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;88.780.000;SC;Imbituba;Imbituba;RUA ALZEMIRO AVELINO, 771;(47) 98823-0780;;pecolares@yahoo.com.br;;;"24.086421.75.0001-8";"4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Primário)";Venda de Artigos de Artesanato;Turismo Cultural,Turismo de Negócios e Eventos;Espanhol
PEDALINHOS SETE LAGOAS LTDA;PEDALINHOS SETE LAGOAS;"08.403.408/0001-16";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;35.701.053;MG;Sete Lagoas;Esperança;RUA DIOGO SIMÕES DE SOUZA, 83;(31) 3771-5496;(31) 3771-5884;aldairlucena@hotmail.com;;;"11.082049.75.0001-2";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Passeios em barcos e lanchas;Turismo Náutico;Nenhuma das Opções
